AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
1.73,29468.36,12.77,2380.23,0.0,27075.36,23926.76,3148.6,0.0,organic,2018,Boston
1.91,30096.0,14.46,2704.48,0.0,27377.06,25121.53,2255.53,0.0,organic,2018,Boston
1.03,38203.98,241.71,425.31,0.0,37536.96,25743.24,11793.72,0.0,organic,2018,BuffaloRochester
1.17,16113.35,558.54,106.27,0.0,15448.54,4270.87,11177.67,0.0,organic,2018,BuffaloRochester
1.24,12744.6,763.9,91.2,0.0,11889.5,1124.44,10765.06,0.0,organic,2018,BuffaloRochester
1.38,8580.63,1197.38,159.65,0.0,7223.6,894.23,6329.37,0.0,organic,2018,BuffaloRochester
1.27,11398.35,761.52,168.93,0.0,10467.9,2567.55,7900.35,0.0,organic,2018,BuffaloRochester
1.23,12131.04,542.58,103.62,0.0,11484.84,5283.46,6201.38,0.0,organic,2018,BuffaloRochester
1.21,9744.88,169.08,138.02,0.0,9437.78,2907.29,6530.49,0.0,organic,2018,BuffaloRochester
1.18,14307.71,204.51,181.6,0.0,13921.6,4203.8,9717.8,0.0,organic,2018,BuffaloRochester
1.17,13405.95,232.33,150.46,0.0,13023.16,11059.23,1963.93,0.0,organic,2018,BuffaloRochester
1.23,7288.58,309.8,119.81,0.0,6858.97,3581.4,3277.57,0.0,organic,2018,BuffaloRochester
1.19,10864.95,318.7,133.26,0.0,10412.99,3248.18,7164.81,0.0,organic,2018,BuffaloRochester
1.17,9115.92,283.13,90.07,0.0,8742.72,4250.19,4492.53,0.0,organic,2018,BuffaloRochester
1.7,190257.38,29644.09,70982.1,0.0,89631.19,89424.11,207.08,0.0,organic,2018,California
1.75,202790.74,29398.11,70514.05,8.08,102870.5,102717.5,153.0,0.0,organic,2018,California
1.58,236822.98,32765.76,83573.0,0.0,120484.22,120465.39,18.83,0.0,organic,2018,California
1.57,239135.67,34245.39,67952.25,0.0,136938.03,136877.43,60.6,0.0,organic,2018,California
1.82,179041.72,28991.22,83730.03,0.0,66320.47,66273.89,46.58,0.0,organic,2018,California
1.97,167193.75,27895.41,73827.57,0.0,65470.77,65435.09,35.68,0.0,organic,2018,California
1.85,168311.26,30354.0,56580.92,0.0,81376.34,81344.22,32.12,0.0,organic,2018,California
1.56,188212.98,38078.53,60551.97,0.0,89582.48,89527.66,54.82,0.0,organic,2018,California
1.87,170998.81,30070.62,58357.89,0.0,82570.3,82563.11,7.19,0.0,organic,2018,California
1.69,181974.98,34411.37,64513.67,0.0,83049.94,83022.84,27.1,0.0,organic,2018,California
1.61,216681.04,52253.4,95353.95,0.0,69073.69,69054.51,19.18,0.0,organic,2018,California
1.95,156341.57,42992.91,56007.79,0.0,57340.87,57271.15,69.72,0.0,organic,2018,California
1.77,12030.96,17.85,5964.29,161.23,5887.59,5792.37,95.22,0.0,organic,2018,Charlotte
1.75,11986.57,30.26,5808.91,205.67,5941.73,5801.28,140.45,0.0,organic,2018,Charlotte
1.73,13697.68,29.01,6861.78,222.69,6584.2,6511.53,72.67,0.0,organic,2018,Charlotte
1.88,11882.61,31.41,6586.88,268.25,4996.07,4621.84,374.23,0.0,organic,2018,Charlotte
1.91,11946.22,36.46,5987.21,190.71,5731.84,5667.58,64.26,0.0,organic,2018,Charlotte
1.83,12417.57,22.67,5878.08,232.08,6284.74,5981.3,303.44,0.0,organic,2018,Charlotte
1.92,11216.56,7.2,5645.05,238.86,5325.45,5176.75,148.7,0.0,organic,2018,Charlotte
1.89,13273.93,26.28,5187.8,201.87,7857.98,7613.73,244.25,0.0,organic,2018,Charlotte
1.76,12432.58,21.47,6626.86,271.36,5512.89,5080.46,432.43,0.0,organic,2018,Charlotte
1.62,12422.7,8.94,5461.01,246.99,6705.76,6703.12,2.64,0.0,organic,2018,Charlotte
1.45,19522.15,17.87,7132.92,241.85,12129.51,12116.18,13.33,0.0,organic,2018,Charlotte
1.08,28741.11,22.16,6254.59,225.17,22239.19,22132.06,107.13,0.0,organic,2018,Charlotte
1.69,35088.36,324.87,27550.29,0.0,7213.2,7176.54,36.66,0.0,organic,2018,Chicago
1.66,35542.17,184.53,26955.74,0.0,8401.9,8398.57,3.33,0.0,organic,2018,Chicago
1.66,41969.83,583.18,32382.95,0.0,9003.7,8990.36,13.34,0.0,organic,2018,Chicago
1.62,46026.58,1107.05,35255.03,0.0,9664.5,9654.5,10.0,0.0,organic,2018,Chicago
1.68,36432.65,246.73,29263.75,0.0,6922.17,6908.84,13.33,0.0,organic,2018,Chicago
1.66,33678.58,259.18,24314.04,0.0,9105.36,9095.36,10.0,0.0,organic,2018,Chicago
1.65,38202.17,409.68,26524.51,0.0,11267.98,11261.31,6.67,0.0,organic,2018,Chicago
1.62,46956.84,313.29,32668.25,0.0,13975.3,13975.3,0.0,0.0,organic,2018,Chicago
1.72,40770.94,215.4,31318.93,0.0,9236.61,9236.61,0.0,0.0,organic,2018,Chicago
1.82,36688.67,83.93,28134.16,0.0,8470.58,8470.58,0.0,0.0,organic,2018,Chicago
1.79,44955.89,133.39,31177.44,0.0,13645.06,13635.06,10.0,0.0,organic,2018,Chicago
1.83,41573.25,118.84,29600.36,0.0,11854.05,11850.72,3.33,0.0,organic,2018,Chicago
1.66,15502.38,728.9,4308.74,0.0,10464.74,7398.87,3065.87,0.0,organic,2018,CincinnatiDayton
1.31,28721.72,932.06,10505.06,0.0,17284.6,8746.0,8538.6,0.0,organic,2018,CincinnatiDayton
1.27,34517.3,1080.28,12488.67,0.0,20948.35,15617.99,5330.36,0.0,organic,2018,CincinnatiDayton
1.68,11250.57,810.62,4420.73,0.0,6019.22,4449.27,1569.95,0.0,organic,2018,CincinnatiDayton
1.78,15097.8,736.69,4538.31,0.0,9822.8,2275.92,7546.88,0.0,organic,2018,CincinnatiDayton
1.64,9811.36,680.18,4321.38,0.0,4809.8,4698.48,111.32,0.0,organic,2018,CincinnatiDayton
1.59,10754.39,535.84,3567.35,0.0,6651.2,5192.81,1458.39,0.0,organic,2018,CincinnatiDayton
1.69,11196.3,628.58,4438.31,0.0,6129.41,4339.23,1790.18,0.0,organic,2018,CincinnatiDayton
1.51,15027.47,702.32,4805.49,0.0,9519.66,3133.44,6386.22,0.0,organic,2018,CincinnatiDayton
1.6,18364.37,678.73,5179.83,0.0,12505.81,2688.54,9817.27,0.0,organic,2018,CincinnatiDayton
1.71,19434.36,610.29,5917.68,0.0,12906.39,4369.52,8536.87,0.0,organic,2018,CincinnatiDayton
1.71,13141.82,710.55,5212.44,0.0,7218.83,3380.57,3838.26,0.0,organic,2018,CincinnatiDayton
1.31,11125.08,533.97,1113.33,0.0,9477.78,7760.23,1717.55,0.0,organic,2018,Columbus
1.2,32634.06,723.66,8582.89,0.0,23327.51,11776.03,11551.48,0.0,organic,2018,Columbus
1.26,26620.79,820.89,10737.83,0.0,15062.07,12641.49,2420.58,0.0,organic,2018,Columbus
1.48,7617.52,531.55,1246.43,0.0,5839.54,5689.68,149.86,0.0,organic,2018,Columbus
1.57,7371.84,470.96,1510.35,0.0,5390.53,4640.71,749.82,0.0,organic,2018,Columbus
1.44,7807.21,434.86,1521.43,0.0,5850.92,5850.92,0.0,0.0,organic,2018,Columbus
1.42,8970.66,445.67,1117.03,0.0,7407.96,7086.27,321.69,0.0,organic,2018,Columbus
1.47,7422.15,587.11,1186.62,0.0,5648.42,5453.09,195.33,0.0,organic,2018,Columbus
1.43,7669.31,564.77,1557.33,0.0,5547.21,4090.06,1457.15,0.0,organic,2018,Columbus
1.5,8977.97,613.65,1852.11,0.0,6512.21,4083.63,2428.58,0.0,organic,2018,Columbus
1.3,10424.33,977.0,1620.14,0.0,7827.19,7350.79,476.4,0.0,organic,2018,Columbus
1.15,12589.45,1639.81,1133.28,0.0,9816.36,9106.36,710.0,0.0,organic,2018,Columbus
1.46,31489.27,5372.35,1047.92,0.0,25069.0,23054.17,2014.83,0.0,organic,2018,DallasFtWorth
1.32,31122.09,5570.59,1317.02,0.0,24234.48,22630.41,1604.07,0.0,organic,2018,DallasFtWorth
1.3,34357.21,6067.15,810.89,0.0,27479.17,25669.77,1809.4,0.0,organic,2018,DallasFtWorth
1.38,28406.76,5610.19,618.5,0.0,22178.07,20545.89,1632.18,0.0,organic,2018,DallasFtWorth
1.34,23520.36,3998.07,635.53,0.0,18886.76,17839.97,1046.79,0.0,organic,2018,DallasFtWorth
1.36,25380.68,4546.52,787.2,0.0,20046.96,19653.07,393.89,0.0,organic,2018,DallasFtWorth
1.34,28078.4,4681.33,437.65,0.0,22959.42,22690.02,269.4,0.0,organic,2018,DallasFtWorth
1.37,28070.22,4977.37,561.14,0.0,22531.71,22281.2,250.51,0.0,organic,2018,DallasFtWorth
1.45,26069.14,4936.84,476.06,0.0,20656.24,19613.2,1043.04,0.0,organic,2018,DallasFtWorth
1.5,24032.87,4244.71,360.17,0.0,19427.99,17607.8,1820.19,0.0,organic,2018,DallasFtWorth
1.54,25628.61,5179.65,577.3,0.0,19871.66,16878.39,2993.27,0.0,organic,2018,DallasFtWorth
1.45,21286.58,4020.53,454.86,0.0,16811.19,14157.14,2654.05,0.0,organic,2018,DallasFtWorth
1.6,24825.5,6516.4,685.92,44.09,17579.09,16514.58,1064.51,0.0,organic,2018,Denver
1.67,21352.34,10539.17,797.06,33.21,9982.9,9087.45,895.45,0.0,organic,2018,Denver
1.59,31590.9,7032.9,640.35,52.08,23865.57,23032.03,833.54,0.0,organic,2018,Denver
1.55,24300.28,5776.81,588.5,10.66,17924.31,17177.3,747.01,0.0,organic,2018,Denver
1.39,36823.42,8387.3,751.32,24.81,27659.99,26783.45,876.54,0.0,organic,2018,Denver
1.35,36683.22,8065.46,597.63,49.7,27970.43,27804.78,165.65,0.0,organic,2018,Denver
1.55,22388.13,5261.02,639.37,35.39,16452.35,16367.04,85.31,0.0,organic,2018,Denver
1.51,16458.72,3746.88,496.84,23.49,12191.51,12101.76,89.75,0.0,organic,2018,Denver
1.51,27513.73,6132.33,550.8,36.18,20794.42,20366.98,427.44,0.0,organic,2018,Denver
1.55,30143.3,7841.79,687.2,32.61,21581.7,20613.26,968.44,0.0,organic,2018,Denver
1.53,36501.82,8395.91,839.11,53.61,27213.19,25789.59,1423.6,0.0,organic,2018,Denver
1.38,39706.28,8896.86,939.38,22.09,29847.95,28597.18,1250.77,0.0,organic,2018,Denver
1.43,20507.49,687.46,2729.79,0.0,16887.0,13920.18,2966.82,0.0,organic,2018,Detroit
1.2,63356.5,1452.72,18641.57,0.0,43210.85,22871.48,20339.37,0.0,organic,2018,Detroit
1.23,52514.65,1549.8,20242.92,0.0,30687.37,27074.68,3612.69,0.0,organic,2018,Detroit
1.16,24533.53,676.16,2624.4,0.0,21232.97,20853.85,379.12,0.0,organic,2018,Detroit
1.45,15973.44,601.22,2864.17,0.0,12410.38,10325.46,2084.92,0.0,organic,2018,Detroit
1.34,14647.97,577.71,2469.69,1.41,11579.79,11571.98,7.81,0.0,organic,2018,Detroit
1.36,16655.03,606.28,2464.24,0.0,13547.38,12740.25,807.13,0.0,organic,2018,Detroit
1.32,17541.66,580.19,2434.85,0.0,14480.83,13820.72,660.11,0.0,organic,2018,Detroit
1.29,20073.36,738.01,3026.96,0.0,16298.93,12972.63,3326.3,0.0,organic,2018,Detroit
1.41,22121.43,826.25,3379.62,0.0,17890.6,11215.49,6675.11,0.0,organic,2018,Detroit
1.32,20636.96,750.22,3266.56,0.0,16598.98,15422.79,1176.19,0.0,organic,2018,Detroit
1.22,23120.43,1649.74,3006.89,0.0,18452.29,16829.87,1622.42,0.0,organic,2018,Detroit
1.34,8539.23,73.78,1301.09,0.0,7164.36,7162.69,1.67,0.0,organic,2018,GrandRapids
1.33,9211.25,4.48,1362.75,0.0,7844.02,7815.81,28.21,0.0,organic,2018,GrandRapids
1.32,8381.09,35.72,1201.8,0.0,7143.57,7143.57,0.0,0.0,organic,2018,GrandRapids
1.01,17987.77,78.5,7765.2,0.0,10144.07,10144.07,0.0,0.0,organic,2018,GrandRapids
1.34,7115.37,10.15,1084.45,0.0,6020.77,6007.44,13.33,0.0,organic,2018,GrandRapids
1.29,7658.93,5.81,858.31,0.0,6794.81,6794.81,0.0,0.0,organic,2018,GrandRapids
1.25,8859.53,11.55,2034.77,0.0,6813.21,6813.21,0.0,0.0,organic,2018,GrandRapids
1.21,8320.22,15.77,626.63,0.0,7677.82,7677.82,0.0,0.0,organic,2018,GrandRapids
1.26,8251.66,45.63,737.22,0.0,7468.81,7468.81,0.0,0.0,organic,2018,GrandRapids
1.31,8566.64,4.26,1118.8,0.0,7443.58,7418.31,25.27,0.0,organic,2018,GrandRapids
1.32,10308.41,14.16,1519.63,0.0,8774.62,8744.72,29.9,0.0,organic,2018,GrandRapids
1.25,11449.3,12.71,3013.06,0.0,8423.53,8423.53,0.0,0.0,organic,2018,GrandRapids
1.47,182492.41,5140.14,51115.63,0.0,125061.81,102033.82,23027.99,0.0,organic,2018,GreatLakes
1.3,320320.99,6924.59,101003.84,4.97,212031.79,138687.27,73344.52,0.0,organic,2018,GreatLakes
1.31,324172.31,7730.19,117026.23,0.0,199137.6,158988.83,40148.77,0.0,organic,2018,GreatLakes
1.33,222950.32,6008.33,68134.36,0.0,147949.04,119193.36,28755.68,0.0,organic,2018,GreatLakes
1.49,176612.49,4528.42,51477.74,0.0,119576.4,86332.21,33244.19,0.0,organic,2018,GreatLakes
1.45,157146.89,4271.27,44540.75,1.63,108112.62,98871.98,9240.64,0.0,organic,2018,GreatLakes
1.44,175088.87,4475.83,46711.13,1.63,123641.16,109613.32,14027.84,0.0,organic,2018,GreatLakes
1.45,185270.31,4670.38,53564.29,0.0,126791.01,114470.1,12320.91,0.0,organic,2018,GreatLakes
1.42,200318.01,4791.32,53866.78,0.0,141507.43,101734.66,39772.77,0.0,organic,2018,GreatLakes
1.41,235021.5,5114.24,53205.28,0.0,176491.02,89986.79,86504.23,0.0,organic,2018,GreatLakes
1.45,243959.31,5573.56,58518.98,0.0,179739.93,130909.33,48830.6,0.0,organic,2018,GreatLakes
1.4,224698.1,8227.83,55921.31,0.0,160398.29,126158.83,34239.46,0.0,organic,2018,GreatLakes
1.36,23169.17,371.93,239.04,9.87,22548.33,22545.0,3.33,0.0,organic,2018,HarrisburgScranton
1.47,17815.44,791.32,428.09,6.63,16589.4,16589.4,0.0,0.0,organic,2018,HarrisburgScranton
1.47,20504.66,393.48,267.87,22.22,19821.09,19811.09,10.0,0.0,organic,2018,HarrisburgScranton
1.43,18968.96,659.11,396.33,20.94,17892.58,17889.25,3.33,0.0,organic,2018,HarrisburgScranton
1.42,18414.33,330.05,369.57,5.01,17709.7,17706.37,3.33,0.0,organic,2018,HarrisburgScranton
1.43,26996.61,3948.19,2895.75,15.24,20137.43,20134.1,3.33,0.0,organic,2018,HarrisburgScranton
1.53,18314.18,217.6,254.81,20.89,17820.88,17798.66,22.22,0.0,organic,2018,HarrisburgScranton
1.5,21055.52,322.53,300.03,6.03,20426.93,20329.15,97.78,0.0,organic,2018,HarrisburgScranton
1.49,21849.91,409.5,280.03,19.17,21141.21,21137.86,3.35,0.0,organic,2018,HarrisburgScranton
1.59,15829.03,225.43,166.81,19.2,15417.59,15410.91,6.68,0.0,organic,2018,HarrisburgScranton
1.45,23826.74,175.52,199.52,5.07,23446.63,23446.63,0.0,0.0,organic,2018,HarrisburgScranton
1.51,21095.12,208.15,312.97,13.01,20560.99,20550.99,10.0,0.0,organic,2018,HarrisburgScranton
2.09,20242.65,144.4,10949.63,0.0,9148.62,9137.73,10.89,0.0,organic,2018,HartfordSpringfield
1.88,31736.66,537.35,22724.89,0.0,8474.42,8472.87,1.55,0.0,organic,2018,HartfordSpringfield
2.15,17722.27,147.46,8428.14,2.8,9143.87,9143.87,0.0,0.0,organic,2018,HartfordSpringfield
1.9,27608.16,622.71,19631.02,0.0,7354.43,7354.43,0.0,0.0,organic,2018,HartfordSpringfield
2.05,15721.06,213.6,7229.28,0.0,8278.18,8278.18,0.0,0.0,organic,2018,HartfordSpringfield
1.48,49348.86,1201.04,40277.25,8.4,7862.17,7566.48,295.69,0.0,organic,2018,HartfordSpringfield
2.1,11883.93,23.95,4455.68,8.38,7395.92,7389.71,6.21,0.0,organic,2018,HartfordSpringfield
1.94,17404.84,142.97,8510.44,15.34,8736.09,8736.09,0.0,0.0,organic,2018,HartfordSpringfield
1.9,18973.89,468.61,10161.69,2.79,8340.8,8340.8,0.0,0.0,organic,2018,HartfordSpringfield
2.12,12308.98,97.64,4096.79,1.39,8113.16,8079.06,34.1,0.0,organic,2018,HartfordSpringfield
2.02,14448.86,122.85,4410.11,0.0,9915.9,9911.02,4.88,0.0,organic,2018,HartfordSpringfield
2.03,15204.66,76.07,4721.42,1.4,10405.77,10405.77,0.0,0.0,organic,2018,HartfordSpringfield
1.31,36999.72,8247.81,67.33,0.0,28684.58,28094.58,590.0,0.0,organic,2018,Houston
1.07,30564.4,7515.02,138.75,0.0,22910.63,22467.29,443.34,0.0,organic,2018,Houston
1.26,40506.15,8456.51,165.94,0.0,31883.7,31440.37,443.33,0.0,organic,2018,Houston
1.37,28699.66,6442.57,67.11,0.0,22189.98,21933.32,256.66,0.0,organic,2018,Houston
1.41,25590.99,5721.05,68.95,0.0,19800.99,19544.33,256.66,0.0,organic,2018,Houston
1.41,31029.02,6697.58,149.14,0.0,24182.3,24082.3,100.0,0.0,organic,2018,Houston
1.4,24385.65,5208.72,60.53,0.0,19116.4,19029.73,86.67,0.0,organic,2018,Houston
1.43,27155.44,10163.94,216.52,0.0,16774.98,16644.99,129.99,0.0,organic,2018,Houston
1.45,26854.2,10288.17,114.77,0.0,16451.26,16394.59,56.67,0.0,organic,2018,Houston
1.41,32722.61,7335.69,43.11,0.0,25343.81,25100.48,243.33,0.0,organic,2018,Houston
1.49,35522.77,11013.42,108.93,0.0,24400.42,23953.75,446.67,0.0,organic,2018,Houston
1.38,30428.43,9238.55,61.24,0.0,21128.64,20778.64,350.0,0.0,organic,2018,Houston
1.28,9506.07,319.39,1427.13,0.0,7685.05,3437.74,4247.31,0.0,organic,2018,Indianapolis
1.2,17377.59,384.68,3856.94,0.0,13122.54,7412.71,5709.83,0.0,organic,2018,Indianapolis
1.22,15216.33,341.99,3553.23,0.0,11298.11,8448.16,2849.95,0.0,organic,2018,Indianapolis
1.23,10713.61,283.05,1481.74,0.0,8706.42,6217.0,2489.42,0.0,organic,2018,Indianapolis
1.45,9345.93,256.43,1278.39,0.0,7761.04,4655.23,3105.81,0.0,organic,2018,Indianapolis
1.34,7478.79,230.01,1110.05,0.0,6084.89,3988.42,2096.47,0.0,organic,2018,Indianapolis
1.34,8377.74,280.47,939.13,0.0,7105.49,5468.35,1637.14,0.0,organic,2018,Indianapolis
1.36,9773.21,275.47,1302.43,0.0,8144.5,5633.86,2510.64,0.0,organic,2018,Indianapolis
1.4,8935.85,205.04,1254.73,0.0,7455.25,4711.37,2743.88,0.0,organic,2018,Indianapolis
1.48,9495.46,281.81,1266.88,0.0,7884.46,4149.72,3734.74,0.0,organic,2018,Indianapolis
1.46,13651.18,221.76,1861.23,0.0,11544.01,8183.14,3360.87,0.0,organic,2018,Indianapolis
1.46,9885.05,205.23,1460.83,0.0,8204.03,5889.7,2314.33,0.0,organic,2018,Indianapolis
1.75,5518.73,171.22,806.65,3.93,4536.93,2944.89,1592.04,0.0,organic,2018,Jacksonville
1.6,4077.51,87.69,667.47,3.93,3318.42,2769.35,549.07,0.0,organic,2018,Jacksonville
1.53,3375.33,92.46,616.99,3.93,2661.95,2561.1,100.85,0.0,organic,2018,Jacksonville
1.92,6562.68,176.31,1177.74,0.0,5208.63,2442.22,2766.41,0.0,organic,2018,Jacksonville
1.73,4988.75,106.24,915.35,0.0,3967.16,2877.78,1089.38,0.0,organic,2018,Jacksonville
1.89,5389.68,149.89,1094.56,2.62,4142.61,2283.94,1858.67,0.0,organic,2018,Jacksonville
1.83,5216.61,165.47,836.48,6.51,4208.15,2420.23,1787.92,0.0,organic,2018,Jacksonville
1.62,2838.38,57.22,465.58,0.0,2315.58,2008.9,306.68,0.0,organic,2018,Jacksonville
2.01,5704.39,160.85,1076.66,6.49,4460.39,1776.66,2683.73,0.0,organic,2018,Jacksonville
1.77,3510.16,67.15,597.85,6.46,2838.7,2105.56,733.14,0.0,organic,2018,Jacksonville
1.57,2808.84,44.77,587.12,5.12,2171.83,2171.83,0.0,0.0,organic,2018,Jacksonville
1.43,2989.39,43.23,531.48,0.0,2414.68,2400.05,14.63,0.0,organic,2018,Jacksonville
1.65,10720.47,1541.02,1842.23,0.0,7337.22,7283.04,54.18,0.0,organic,2018,LasVegas
1.66,11198.86,1458.43,2174.4,0.0,7566.03,7545.71,20.32,0.0,organic,2018,LasVegas
1.62,13792.54,1966.47,2132.96,0.0,9693.11,9686.91,6.2,0.0,organic,2018,LasVegas
1.66,11529.02,1575.2,2190.42,0.0,7763.4,7763.4,0.0,0.0,organic,2018,LasVegas
1.66,10302.5,1407.85,1898.15,0.0,6996.5,6957.59,38.91,0.0,organic,2018,LasVegas
1.64,11078.27,1473.68,1915.56,0.0,7689.03,7665.64,23.39,0.0,organic,2018,LasVegas
1.7,9399.33,1244.97,1641.29,0.0,6513.07,6503.74,9.33,0.0,organic,2018,LasVegas
1.79,9503.13,1479.32,1512.78,0.0,6511.03,6465.39,45.64,0.0,organic,2018,LasVegas
1.78,8672.12,1005.73,2110.22,0.0,5556.17,5538.46,17.71,0.0,organic,2018,LasVegas
1.91,7491.53,1096.07,1280.31,0.0,5115.15,5115.15,0.0,0.0,organic,2018,LasVegas
1.98,9883.94,1497.55,2199.58,0.0,6186.81,6180.41,6.4,0.0,organic,2018,LasVegas
1.73,10293.36,1701.33,2012.1,0.0,6579.93,6553.06,26.87,0.0,organic,2018,LasVegas
1.74,91739.92,11197.66,29959.26,0.0,50583.0,50420.81,162.19,0.0,organic,2018,LosAngeles
1.72,93566.16,10829.18,30437.33,0.0,52299.65,52187.11,112.54,0.0,organic,2018,LosAngeles
1.39,141932.83,12839.05,36894.48,0.0,92199.3,92190.53,8.77,0.0,organic,2018,LosAngeles
1.4,145608.11,14856.48,27596.01,0.0,103155.62,103108.51,47.11,0.0,organic,2018,LosAngeles
1.74,90985.4,10382.97,35406.21,0.0,45196.22,45169.68,26.54,0.0,organic,2018,LosAngeles
1.88,88854.41,9009.79,35316.2,0.0,44528.42,44519.43,8.99,0.0,organic,2018,LosAngeles
1.74,92968.52,11627.06,23735.33,0.0,57606.13,57577.44,28.69,0.0,organic,2018,LosAngeles
1.6,100274.88,12267.41,21472.21,0.0,66535.26,66486.1,49.16,0.0,organic,2018,LosAngeles
1.73,97026.15,11366.1,25056.37,0.0,60603.68,60596.54,7.14,0.0,organic,2018,LosAngeles
1.75,94441.5,9239.41,24527.98,0.0,60674.11,60647.03,27.08,0.0,organic,2018,LosAngeles
1.68,106624.63,15769.61,39738.42,0.0,51116.6,51104.4,12.2,0.0,organic,2018,LosAngeles
1.8,87517.23,20189.33,24193.04,0.0,43134.86,43077.03,57.83,0.0,organic,2018,LosAngeles
1.46,4173.7,8.0,988.64,0.0,3177.06,2031.65,1145.41,0.0,organic,2018,Louisville
1.38,4573.23,0.0,1367.86,0.0,3205.37,1470.9,1734.47,0.0,organic,2018,Louisville
1.35,5905.79,1.3,1528.74,0.0,4375.75,2099.42,2276.33,0.0,organic,2018,Louisville
1.43,5076.9,13.39,1011.72,0.0,4051.79,1959.38,2092.41,0.0,organic,2018,Louisville
1.59,3673.2,1.0,1293.28,0.0,2378.92,1487.59,891.33,0.0,organic,2018,Louisville
1.59,2064.9,0.0,1076.45,0.0,988.45,975.57,12.88,0.0,organic,2018,Louisville
1.56,2174.66,6.0,883.15,0.0,1285.51,1027.05,258.46,0.0,organic,2018,Louisville
1.48,3001.55,0.0,950.25,0.0,2051.3,1736.68,314.62,0.0,organic,2018,Louisville
1.48,3245.58,1.27,1036.16,0.0,2208.15,1853.15,355.0,0.0,organic,2018,Louisville
1.6,4170.14,1.0,1008.63,0.0,3160.51,1596.03,1564.48,0.0,organic,2018,Louisville
1.54,3737.85,0.0,1199.91,0.0,2537.94,1769.94,768.0,0.0,organic,2018,Louisville
1.38,4622.45,4.0,1207.46,0.0,3410.99,2226.12,1184.87,0.0,organic,2018,Louisville
1.34,8620.15,111.52,296.6,0.0,8212.03,8212.03,0.0,0.0,organic,2018,MiamiFtLauderdale
1.37,10458.41,351.4,439.42,0.0,9667.59,9656.48,11.11,0.0,organic,2018,MiamiFtLauderdale
1.35,7949.82,71.89,283.8,0.0,7594.13,7573.34,20.79,0.0,organic,2018,MiamiFtLauderdale
1.56,11549.64,420.45,893.13,0.0,10236.06,8935.54,1300.52,0.0,organic,2018,MiamiFtLauderdale
1.6,10821.89,652.89,894.42,0.0,9274.58,7767.78,1506.8,0.0,organic,2018,MiamiFtLauderdale
1.52,9673.24,138.51,772.24,0.0,8762.49,7794.44,968.05,0.0,organic,2018,MiamiFtLauderdale
1.4,9320.83,139.48,429.95,0.0,8751.4,8423.13,328.27,0.0,organic,2018,MiamiFtLauderdale
1.5,9193.3,261.74,589.27,0.0,8342.29,7622.22,720.07,0.0,organic,2018,MiamiFtLauderdale
1.43,7883.77,162.09,272.81,0.0,7448.87,7448.87,0.0,0.0,organic,2018,MiamiFtLauderdale
1.46,7557.32,127.92,285.41,0.0,7143.99,7143.99,0.0,0.0,organic,2018,MiamiFtLauderdale
1.44,7957.68,50.65,203.7,0.0,7703.33,7700.0,3.33,0.0,organic,2018,MiamiFtLauderdale
1.47,7496.04,52.94,293.77,0.0,7149.33,7135.99,13.34,0.0,organic,2018,MiamiFtLauderdale
1.55,181040.19,3445.85,41893.24,641.59,135059.51,125890.81,9168.7,0.0,organic,2018,Midsouth
1.52,179316.2,3930.14,48249.33,720.63,126416.1,109789.25,16626.85,0.0,organic,2018,Midsouth
1.53,185141.54,3659.19,50387.09,836.2,130259.06,119351.93,10907.13,0.0,organic,2018,Midsouth
1.61,170250.03,4165.25,46035.81,934.06,119114.91,108411.32,10703.59,0.0,organic,2018,Midsouth
1.61,179220.19,3635.67,46267.02,672.63,128644.87,112039.31,16605.56,0.0,organic,2018,Midsouth
1.62,167151.11,4053.94,55861.14,750.29,106476.61,104813.94,1662.67,0.0,organic,2018,Midsouth
1.6,157203.29,2778.55,41083.21,661.32,112680.21,108074.63,4605.58,0.0,organic,2018,Midsouth
1.69,158995.14,2791.08,40524.45,680.12,114996.2,110559.26,4436.94,0.0,organic,2018,Midsouth
1.62,162896.45,3033.33,48878.5,911.57,110073.05,101010.31,9062.74,0.0,organic,2018,Midsouth
1.68,152056.12,3204.14,44350.14,763.49,103738.35,84681.87,19056.48,0.0,organic,2018,Midsouth
1.48,218369.75,2747.68,51221.04,926.79,163474.24,152552.08,10922.16,0.0,organic,2018,Midsouth
1.22,283583.37,3107.8,47355.55,861.38,232258.64,223671.12,8587.52,0.0,organic,2018,Midsouth
1.48,7250.69,43.77,1759.47,0.0,5447.45,4834.97,612.48,0.0,organic,2018,Nashville
1.27,10422.05,20.41,2115.89,0.0,8285.75,4797.98,3487.77,0.0,organic,2018,Nashville
1.32,10160.96,38.32,2553.36,0.0,7569.28,5132.05,2437.23,0.0,organic,2018,Nashville
1.5,10565.18,41.88,2211.37,0.0,8311.93,6653.26,1658.67,0.0,organic,2018,Nashville
1.48,10360.85,43.33,2258.33,0.0,8059.19,3862.2,4196.99,0.0,organic,2018,Nashville
1.38,5810.43,23.53,2027.68,0.0,3759.22,3424.33,334.89,0.0,organic,2018,Nashville
1.36,5194.01,43.62,1629.27,0.0,3521.12,3117.67,403.45,0.0,organic,2018,Nashville
1.58,5109.24,54.15,2042.32,0.0,3012.77,2310.41,702.36,0.0,organic,2018,Nashville
